(1) P(Spam, all words)
P('Subject:'|Spam) = 0.0016566137116642596
P('own'|Ham) = 0.00044132069303694016
P('opinion'|Ham) = 0.00017979731938542006
P('legitimate'|Ham) = 4.903563255966002e-05
P('require'|Ham) = 0.00021248774109186008
P('teacher'|Ham) = 0.00037593984962406017
P('understandable'|Ham) = 3.269042170644001e-05
P('student'|Ham) = 0.0013403072899640406
P(','|Ham) = 0.06333769205622752
P('presumably'|Ham) = 4.903563255966002e-05
P('normal'|Ham) = 8.172605426610003e-05
P('job'|Ham) = 0.0004576659038901602
P('qualification'|Ham) = 9.807126511932004e-05
P('require'|Ham) = 0.00021248774109186008
P('petition'|Ham) = 1.1803309648025306e-05
P(','|Ham) = 0.06333769205622752
P('"'|Ham) = 0.017930696305982347
P('partee'|Ham) = 1.1803309648025306e-05
P('.'|Ham) = 0.07358613926119648
P('umass'|Ham) = 6.538084341288002e-05
P(','|Ham) = 0.06333769205622752
P('foreign'|Ham) = 0.0002615233736515201
P('instructor'|Ham) = 1.6345210853220006e-05
P('professor'|Ham) = 0.0002288329519450801
P('screen'|Ham) = 1.1803309648025306e-05
P('assure'|Ham) = 1.1803309648025306e-05
P('english'|Ham) = 0.002190258254331481
P('understand'|Ham) = 0.0004576659038901602
P('.'|Ham) = 0.07358613926119648
P('"'|Ham) = 0.017930696305982347
P('one'|Ham) = 0.0032200065380843415
P('ever'|Ham) = 0.00014710689767898007
P('disqualify'|Ham) = 1.1803309648025306e-05
P('accent'|Ham) = 0.00016345210853220007
P('.'|Ham) = 0.07358613926119648
P('"'|Ham) = 0.017930696305982347
P('['|Ham) = 0.0015364498202026806
P('end'|Ham) = 0.00029421379535796014
P('newpaper'|Ham) = 1.1803309648025306e-05
P('article'|Ham) = 0.0002451781627983001
P('.'|Ham) = 0.07358613926119648
P(']'|Ham) = 0.0015201046093494606
P('same'|Ham) = 0.0005720823798627002
P('paper'|Ham) = 0.0007682249101013403
P(','|Ham) = 0.06333769205622752
P('nice'|Ham) = 3.269042170644001e-05
P('column'|Ham) = 3.269042170644001e-05
P('william'|Ham) = 9.807126511932004e-05
P('raspberry'|Ham) = 1.1803309648025306e-05
P('.'|Ham) = 0.07358613926119648
P('much'|Ham) = 0.0008826413860738803
P('repeat'|Ham) = 6.538084341288002e-05
P('thing'|Ham) = 0.0005557371690094802
P('''|Ham) = 0.010362863680941484
P('ve'|Ham) = 0.00040863027133050016
P('over'|Ham) = 0.0006701536449820203
P('net'|Ham) = 6.538084341288002e-05
P(';'|Ham) = 0.0017162471395881006
P('extract'|Ham) = 1.6345210853220006e-05
P('here'|Ham) = 0.0008172605426610003
P('bite'|Ham) = 0.00013076168682576005
P('end'|Ham) = 0.00029421379535796014
P(':'|Ham) = 0.016508662961752206
P('"'|Ham) = 0.017930696305982347
P('one'|Ham) = 0.0032200065380843415
P('teach'|Ham) = 0.0009153318077803204
P('french'|Ham) = 0.0007028440666884603
P('german'|Ham) = 0.00029421379535796014
P('-'|Ham) = 0.03229813664596273
P('accent'|Ham) = 0.00016345210853220007
P('professor'|Ham) = 0.0002288329519450801
P('amuse'|Ham) = 1.1803309648025306e-05
P('us'|Ham) = 0.0008009153318077803
P('talk'|Ham) = 0.0004903563255966002
P('"'|Ham) = 0.017930696305982347
P('consonant'|Ham) = 0.00016345210853220007
P('wowel'|Ham) = 1.1803309648025306e-05
P(','|Ham) = 0.06333769205622752
P('"'|Ham) = 0.017930696305982347
P('understand'|Ham) = 0.0004576659038901602
P('why'|Ham) = 0.0006701536449820203
P('parent'|Ham) = 1.6345210853220006e-05
P('wary'|Ham) = 1.1803309648025306e-05
P('youngster'|Ham) = 1.6345210853220006e-05
P('teach'|Ham) = 0.0009153318077803204
P('read'|Ham) = 0.00042497548218372016
P('teacher'|Ham) = 0.00037593984962406017
P('whose'|Ham) = 0.00019614253023864008
P('pronunciation'|Ham) = 4.903563255966002e-05
P('too'|Ham) = 0.0002778685845047401
P('far'|Ham) = 0.00042497548218372016
P('standard'|Ham) = 0.00017979731938542006
P('.'|Ham) = 0.07358613926119648
P('nation'|Ham) = 8.172605426610003e-05
P('thousand'|Ham) = 4.903563255966002e-05
P('accent'|Ham) = 0.00016345210853220007
P('is'|Ham) = 0.0006047728015691402
P('too'|Ham) = 0.0002778685845047401
P('far'|Ham) = 0.00042497548218372016
P('standard'|Ham) = 0.00017979731938542006
P('?'|Ham) = 0.004118993135011442
P('determine'|Ham) = 0.0002451781627983001
P('?'|Ham) = 0.004118993135011442
P('much'|Ham) = 0.0008826413860738803
P('whole'|Ham) = 0.0002288329519450801
P('business'|Ham) = 6.538084341288002e-05
P('simple'|Ham) = 0.0002288329519450801
P('prejudice'|Ham) = 1.6345210853220006e-05
P('against'|Ham) = 0.0002288329519450801
P('hispanic'|Ham) = 1.1803309648025306e-05
P('teacher'|Ham) = 0.00037593984962406017
P('?'|Ham) = 0.004118993135011442
P('one'|Ham) = 0.0032200065380843415
P('draw'|Ham) = 4.903563255966002e-05
P('line'|Ham) = 0.0002615233736515201
P('between'|Ham) = 0.0008172605426610003
P('legitimate'|Ham) = 4.903563255966002e-05
P('interest'|Ham) = 0.0017489375612945407
P('occupational'|Ham) = 1.6345210853220006e-05
P('qualification'|Ham) = 9.807126511932004e-05
P('illegitimate'|Ham) = 1.6345210853220006e-05
P('interest'|Ham) = 0.0017489375612945407
P('ethnicity'|Ham) = 1.1803309648025306e-05
P('national'|Ham) = 0.00019614253023864008
P('origin'|Ham) = 9.807126511932004e-05
P('?'|Ham) = 0.004118993135011442
P('where'|Ham) = 0.0009970578620464203
P('universal'|Ham) = 0.00037593984962406017
P('principle'|Ham) = 0.00044132069303694016
P('?'|Ham) = 0.004118993135011442
P('kant'|Ham) = 1.1803309648025306e-05
P('want'|Ham) = 0.0005884275907159203
P('hear'|Ham) = 0.0007518796992481203
P(','|Ham) = 0.06333769205622752
P('principle'|Ham) = 0.00044132069303694016
P('problem'|Ham) = 0.0008499509643674403
P('.'|Ham) = 0.07358613926119648
P('principal'|Ham) = 4.903563255966002e-05
P('handle'|Ham) = 6.538084341288002e-05
P('thing'|Ham) = 0.0005557371690094802
P('without'|Ham) = 0.00039228506047728017
P('work'|Ham) = 0.0025661981039555412
P('sweat'|Ham) = 1.1803309648025306e-05
P('.'|Ham) = 0.07358613926119648
P(''d'|Ham) = 0.0002451781627983001
P('listen'|Ham) = 4.903563255966002e-05
P(','|Ham) = 0.06333769205622752
P('experience-base'|Ham) = 1.1803309648025306e-05
P('judgment'|Ham) = 0.00013076168682576005
P('whether'|Ham) = 0.0006701536449820203
P('teacher'|Ham) = 0.00037593984962406017
P(''s'|Ham) = 0.004985289310232102
P('accent'|Ham) = 0.00016345210853220007
P('prove'|Ham) = 9.807126511932004e-05
P('impediment'|Ham) = 1.1803309648025306e-05
P('begin'|Ham) = 0.00029421379535796014
P('reader'|Ham) = 6.538084341288002e-05
P('appropriate'|Ham) = 0.00017979731938542006
P('assignment'|Ham) = 3.269042170644001e-05
P('.'|Ham) = 0.07358613926119648
P('even'|Ham) = 0.0008336057535142204
P('able'|Ham) = 0.0002288329519450801
P('tell'|Ham) = 0.0006538084341288003
P(','|Ham) = 0.06333769205622752
P('close'|Ham) = 0.00039228506047728017
P('case'|Ham) = 0.0009643674403399803
P(','|Ham) = 0.06333769205622752
P('tip'|Ham) = 1.6345210853220006e-05
P('judgment'|Ham) = 0.00013076168682576005
P('one'|Ham) = 0.0032200065380843415
P('another'|Ham) = 0.0005720823798627002
P(','|Ham) = 0.06333769205622752
P('really'|Ham) = 0.00032690421706440013
P('awful'|Ham) = 1.1803309648025306e-05
P('?'|Ham) = 0.004118993135011442
P('try'|Ham) = 0.00031055900621118014
P('kantian'|Ham) = 1.1803309648025306e-05
P('universal'|Ham) = 0.00037593984962406017
P('.'|Ham) = 0.07358613926119648
P('principle'|Ham) = 0.00044132069303694016
P(','|Ham) = 0.06333769205622752
P('''|Ham) = 0.010362863680941484
P('re'|Ham) = 0.0011278195488721805
P('stick'|Ham) = 3.269042170644001e-05
P('willy-nilly'|Ham) = 1.6345210853220006e-05
P('language'|Ham) = 0.008385093167701863
P('panel'|Ham) = 3.269042170644001e-05
P(','|Ham) = 0.06333769205622752
P('ethnic'|Ham) = 8.172605426610003e-05
P('spokesperson'|Ham) = 1.1803309648025306e-05
P(','|Ham) = 0.06333769205622752
P('teacher'|Ham) = 0.00037593984962406017
P('''|Ham) = 0.010362863680941484
P('union'|Ham) = 4.903563255966002e-05
P('rep'|Ham) = 1.1803309648025306e-05
P(','|Ham) = 0.06333769205622752
P('course'|Ham) = 0.0008172605426610003
P(','|Ham) = 0.06333769205622752
P('lawyer'|Ham) = 1.6345210853220006e-05
P('.'|Ham) = 0.07358613926119648
P('before'|Ham) = 0.00040863027133050016
P(''s'|Ham) = 0.004985289310232102
P('over'|Ham) = 0.0006701536449820203
P(','|Ham) = 0.06333769205622752
P('stop'|Ham) = 0.00013076168682576005
P('speak'|Ham) = 0.0011278195488721805
P('each'|Ham) = 0.0005067015364498202
P('across'|Ham) = 0.00016345210853220007
P('racial'|Ham) = 1.1803309648025306e-05
P('ethnic'|Ham) = 8.172605426610003e-05
P('line'|Ham) = 0.0002615233736515201
P(','|Ham) = 0.06333769205622752
P('everybody'|Ham) = 0.00013076168682576005
P('work'|Ham) = 0.0025661981039555412
P('everybody'|Ham) = 0.00013076168682576005
P('else'|Ham) = 0.0002451781627983001
P('fire'|Ham) = 1.6345210853220006e-05
P('defeat'|Ham) = 1.6345210853220006e-05
P('re-election'|Ham) = 1.1803309648025306e-05
P('.'|Ham) = 0.07358613926119648
P('problem'|Ham) = 0.0008499509643674403
P(','|Ham) = 0.06333769205622752
P('course'|Ham) = 0.0008172605426610003
P(','|Ham) = 0.06333769205622752
P('remain'|Ham) = 0.00014710689767898007
P('unresolve'|Ham) = 1.1803309648025306e-05
P('.'|Ham) = 0.07358613926119648
P('massachusett'|Ham) = 0.00014710689767898007
P('('|Ham) = 0.018306636155606407
P(')'|Ham) = 0.018976789800588426
P(','|Ham) = 0.06333769205622752
P('thing'|Ham) = 0.0005557371690094802
P('address'|Ham) = 0.0008009153318077803
P('term'|Ham) = 0.0008989865969271004
P('philosopher'|Ham) = 3.269042170644001e-05
P(''s'|Ham) = 0.004985289310232102
P('"'|Ham) = 0.017930696305982347
P('universal'|Ham) = 0.00037593984962406017
P('law'|Ham) = 0.00011441647597254005
P('.'|Ham) = 0.07358613926119648
P('"'|Ham) = 0.017930696305982347
P('kant'|Ham) = 1.1803309648025306e-05
P('.'|Ham) = 0.07358613926119648
log P(Ham, all words) = -2442.5406191572047



Conclusion: This message is classified as Ham
