(1) P(Spam, all words)
P('Subject:'|Spam) = 0.0016566137116642596
P('since'|Ham) = 0.0007355344883949003
P('freeze'|Ham) = 1.1803309648025306e-05
P('dew'|Ham) = 1.1803309648025306e-05
P('ice'|Ham) = 3.269042170644001e-05
P('snow'|Ham) = 0.0008826413860738803
P('.'|Ham) = 0.07358613926119648
P('omit'|Ham) = 1.6345210853220006e-05
P('"'|Ham) = 0.017930696305982347
P('rime'|Ham) = 1.1803309648025306e-05
P('"'|Ham) = 0.017930696305982347
P('"'|Ham) = 0.017930696305982347
P('hoarfrost'|Ham) = 1.1803309648025306e-05
P('"'|Ham) = 0.017930696305982347
P('('|Ham) = 0.018306636155606407
P('"'|Ham) = 0.017930696305982347
P('hoar'|Ham) = 1.1803309648025306e-05
P('"'|Ham) = 0.017930696305982347
P('figurative'|Ham) = 1.1803309648025306e-05
P('old'|Ham) = 0.00031055900621118014
P('age'|Ham) = 8.172605426610003e-05
P(')'|Ham) = 0.018976789800588426
P('.'|Ham) = 0.07358613926119648
P('accordingly'|Ham) = 1.1803309648025306e-05
P(','|Ham) = 0.06333769205622752
P('urge'|Ham) = 4.903563255966002e-05
P('word'|Ham) = 0.0017816279830009808
P('frost'|Ham) = 6.538084341288002e-05
P('omit'|Ham) = 1.6345210853220006e-05
P('eskimo'|Ham) = 0.0003595946387708401
P('list'|Ham) = 0.0011278195488721805
P('.'|Ham) = 0.07358613926119648
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('d'|Ham) = 0.0009807126511932004
P('.'|Ham) = 0.07358613926119648
P('conclusion'|Ham) = 0.00021248774109186008
P(':'|Ham) = 0.016508662961752206
P('count'|Ham) = 0.0002778685845047401
P('5'|Ham) = 0.0008336057535142204
P('english'|Ham) = 0.002190258254331481
P('word'|Ham) = 0.0017816279830009808
P('whose'|Ham) = 0.00019614253023864008
P('primary'|Ham) = 0.00014710689767898007
P('meaning'|Ham) = 0.00013076168682576005
P('snow'|Ham) = 0.0008826413860738803
P('form'|Ham) = 0.0012422360248447205
P('snow'|Ham) = 0.0008826413860738803
P('.'|Ham) = 0.07358613926119648
P('bobaljik'|Ham) = 1.6345210853220006e-05
P('allow'|Ham) = 0.0002451781627983001
P('5'|Ham) = 0.0008336057535142204
P('"'|Ham) = 0.017930696305982347
P('exclusively'|Ham) = 1.6345210853220006e-05
P('snow-relate'|Ham) = 1.6345210853220006e-05
P('simple'|Ham) = 0.0002288329519450801
P('root'|Ham) = 0.00016345210853220007
P('"'|Ham) = 0.017930696305982347
P('yup'|Ham) = 4.903563255966002e-05
P('''|Ham) = 0.010362863680941484
P('ik'|Ham) = 4.903563255966002e-05
P('('|Ham) = 0.018306636155606407
P('exclude'|Ham) = 1.6345210853220006e-05
P('"'|Ham) = 0.017930696305982347
P('frost'|Ham) = 6.538084341288002e-05
P('"'|Ham) = 0.017930696305982347
P('explain'|Ham) = 0.00040863027133050016
P('above'|Ham) = 0.00037593984962406017
P(')'|Ham) = 0.018976789800588426
P('.'|Ham) = 0.07358613926119648
P('specialist'|Ham) = 9.807126511932004e-05
P('english'|Ham) = 0.002190258254331481
P('etymology'|Ham) = 4.903563255966002e-05
P(','|Ham) = 0.06333769205622752
P('experience'|Ham) = 0.0008009153318077803
P('oed'|Ham) = 1.1803309648025306e-05
P('.'|Ham) = 0.07358613926119648
P('is'|Ham) = 0.0006047728015691402
P('_'|Ham) = 0.013370382477933965
P('muruaneq'|Ham) = 1.6345210853220006e-05
P('_'|Ham) = 0.013370382477933965
P(''s'|Ham) = 0.004985289310232102
P('oft'|Ham) = 1.6345210853220006e-05
P(','|Ham) = 0.06333769205622752
P('deep'|Ham) = 8.172605426610003e-05
P('snow'|Ham) = 0.0008826413860738803
P('''|Ham) = 0.010362863680941484
P('really'|Ham) = 0.00032690421706440013
P('purely'|Ham) = 6.538084341288002e-05
P('snow'|Ham) = 0.0008826413860738803
P('word'|Ham) = 0.0017816279830009808
P(','|Ham) = 0.06333769205622752
P('bobaljik'|Ham) = 1.6345210853220006e-05
P('?'|Ham) = 0.004118993135011442
P('"'|Ham) = 0.017930696305982347
P('eskimo'|Ham) = 0.0003595946387708401
P('"'|Ham) = 0.017930696305982347
P('language'|Ham) = 0.008385093167701863
P('yup'|Ham) = 4.903563255966002e-05
P('''|Ham) = 0.010362863680941484
P('ik'|Ham) = 4.903563255966002e-05
P('snow-word'|Ham) = 1.1803309648025306e-05
P('record'|Ham) = 0.00016345210853220007
P('detail'|Ham) = 0.00034324942791762013
P('.'|Ham) = 0.07358613926119648
P('david'|Ham) = 0.0002615233736515201
P('prager'|Ham) = 3.269042170644001e-05
P('branner'|Ham) = 4.903563255966002e-05
P(','|Ham) = 0.06333769205622752
P('yuen'|Ham) = 1.1803309648025306e-05
P('ren'|Ham) = 1.6345210853220006e-05
P('society'|Ham) = 0.0003595946387708401
P('asian'|Ham) = 0.00011441647597254005
P('l&l'|Ham) = 1.1803309648025306e-05
P(','|Ham) = 0.06333769205622752
P('do-21'|Ham) = 1.1803309648025306e-05
P(','|Ham) = 0.06333769205622752
P('university'|Ham) = 0.004347826086956522
P('washington'|Ham) = 0.00016345210853220007
P('seattle'|Ham) = 4.903563255966002e-05
P(','|Ham) = 0.06333769205622752
P('wa'|Ham) = 3.269042170644001e-05
P('98195'|Ham) = 1.1803309648025306e-05
P('='|Ham) = 0.013092513893429225
P('09'|Ham) = 4.903563255966002e-05
P('='|Ham) = 0.013092513893429225
P('09'|Ham) = 4.903563255966002e-05
P('='|Ham) = 0.013092513893429225
P('09'|Ham) = 4.903563255966002e-05
P('='|Ham) = 0.013092513893429225
P('09'|Ham) = 4.903563255966002e-05
P('<'|Ham) = 0.0006374632232755802
P('charmius'|Ham) = 1.1803309648025306e-05
P('@'|Ham) = 0.002598888525661981
P('u'|Ham) = 0.0007845701209545603
P('.'|Ham) = 0.07358613926119648
P('washington'|Ham) = 0.00016345210853220007
P('.'|Ham) = 0.07358613926119648
P('edu'|Ham) = 0.0015037593984962407
P('>'|Ham) = 0.0055900621118012426
log P(Ham, all words) = -1986.49182135



Conclusion: This message is classified as Ham
