(1) P(Spam, all words)
P('Subject:'|Spam) = 0.0016566137116642596
P(','|Ham) = 0.06333769205622752
P('parent'|Ham) = 1.6345210853220006e-05
P('concern'|Ham) = 0.0006211180124223603
P('"'|Ham) = 0.017930696305982347
P('model'|Ham) = 0.00039228506047728017
P('"'|Ham) = 0.017930696305982347
P('classroom'|Ham) = 1.6345210853220006e-05
P('help'|Ham) = 0.0005393919581562602
P('child'|Ham) = 0.0005720823798627002
P('become'|Ham) = 0.0004903563255966002
P('americanize'|Ham) = 1.1803309648025306e-05
P('quickly'|Ham) = 6.538084341288002e-05
P('speech'|Ham) = 0.0007028440666884603
P('little'|Ham) = 0.0008172605426610003
P('worry'|Ham) = 6.538084341288002e-05
P('.'|Ham) = 0.07358613926119648
P('"'|Ham) = 0.017930696305982347
P('name'|Ham) = 0.0005557371690094802
P('reference'|Ham) = 0.0009153318077803204
P('.'|Ham) = 0.07358613926119648
P(')'|Ham) = 0.018976789800588426
P('happen'|Ham) = 0.00013076168682576005
P('early'|Ham) = 0.0002615233736515201
P('week'|Ham) = 0.0003595946387708401
P('petition'|Ham) = 1.1803309648025306e-05
P('sign'|Ham) = 0.00017979731938542006
P('403'|Ham) = 3.269042170644001e-05
P('resident'|Ham) = 4.903563255966002e-05
P('westfield'|Ham) = 1.1803309648025306e-05
P(','|Ham) = 0.06333769205622752
P('mass'|Ham) = 0.00013076168682576005
P('.'|Ham) = 0.07358613926119648
P('school'|Ham) = 0.0008989865969271004
P('board'|Ham) = 0.0002451781627983001
P('response'|Ham) = 0.0005884275907159203
P('decision'|Ham) = 0.00019614253023864008
P('reassign'|Ham) = 1.1803309648025306e-05
P('two'|Ham) = 0.0010951291271657404
P('bilingual'|Ham) = 8.172605426610003e-05
P('education'|Ham) = 0.0002615233736515201
P('teacher'|Ham) = 0.00037593984962406017
P('position'|Ham) = 0.0005557371690094802
P('normal'|Ham) = 8.172605426610003e-05
P('classroom'|Ham) = 1.6345210853220006e-05
P('teacher'|Ham) = 0.00037593984962406017
P('.'|Ham) = 0.07358613926119648
P('petition'|Ham) = 1.1803309648025306e-05
P('urge'|Ham) = 4.903563255966002e-05
P('teacher'|Ham) = 0.00037593984962406017
P('assign'|Ham) = 8.172605426610003e-05
P('first'|Ham) = 0.0012912716574043806
P('second'|Ham) = 0.0005720823798627002
P('grade'|Ham) = 8.172605426610003e-05
P('"'|Ham) = 0.017930696305982347
P('thoroughly'|Ham) = 1.1803309648025306e-05
P('proficient'|Ham) = 1.1803309648025306e-05
P('english'|Ham) = 0.002190258254331481
P('language'|Ham) = 0.008385093167701863
P('term'|Ham) = 0.0008989865969271004
P('grammar'|Ham) = 0.0013239620791108205
P(','|Ham) = 0.06333769205622752
P('syntax'|Ham) = 0.0007518796992481203
P(','|Ham) = 0.06333769205622752
P('-'|Ham) = 0.03229813664596273
P('most'|Ham) = 0.0009970578620464203
P('important'|Ham) = 0.0002615233736515201
P('-'|Ham) = 0.03229813664596273
P('accept'|Ham) = 0.00031055900621118014
P('standardize'|Ham) = 1.1803309648025306e-05
P('pronunciation'|Ham) = 4.903563255966002e-05
P('.'|Ham) = 0.07358613926119648
P('"'|Ham) = 0.017930696305982347
P('mayor'|Ham) = 3.269042170644001e-05
P('city'|Ham) = 0.00016345210853220007
P(','|Ham) = 0.06333769205622752
P('greek'|Ham) = 0.00034324942791762013
P('immigrant'|Ham) = 1.6345210853220006e-05
P('accent'|Ham) = 0.00016345210853220007
P(','|Ham) = 0.06333769205622752
P('proponent'|Ham) = 1.1803309648025306e-05
P('english'|Ham) = 0.002190258254331481
P('-'|Ham) = 0.03229813664596273
P('law'|Ham) = 0.00011441647597254005
P(','|Ham) = 0.06333769205622752
P('chair'|Ham) = 0.00021248774109186008
P('city'|Ham) = 0.00016345210853220007
P(''s'|Ham) = 0.004985289310232102
P('school'|Ham) = 0.0008989865969271004
P('committee'|Ham) = 0.0002451781627983001
P(','|Ham) = 0.06333769205622752
P('vocally'|Ham) = 1.1803309648025306e-05
P('favor'|Ham) = 1.6345210853220006e-05
P('petition'|Ham) = 1.1803309648025306e-05
P('.'|Ham) = 0.07358613926119648
P('denounce'|Ham) = 3.269042170644001e-05
P('state'|Ham) = 0.0007028440666884603
P(''s'|Ham) = 0.004985289310232102
P('secretary'|Ham) = 3.269042170644001e-05
P('education'|Ham) = 0.0002615233736515201
P(','|Ham) = 0.06333769205622752
P('piedad'|Ham) = 1.1803309648025306e-05
P('robertson'|Ham) = 1.1803309648025306e-05
P(','|Ham) = 0.06333769205622752
P('native'|Ham) = 0.00034324942791762013
P('cuba'|Ham) = 1.1803309648025306e-05
P('former'|Ham) = 1.6345210853220006e-05
P('kindergarten'|Ham) = 1.6345210853220006e-05
P('teacher'|Ham) = 0.00037593984962406017
P('herself'|Ham) = 1.6345210853220006e-05
P(','|Ham) = 0.06333769205622752
P('immediately'|Ham) = 9.807126511932004e-05
P('statement'|Ham) = 0.00017979731938542006
P('proposal'|Ham) = 0.00031055900621118014
P('"'|Ham) = 0.017930696305982347
P('appear'|Ham) = 0.00032690421706440013
P('discrimination'|Ham) = 1.1803309648025306e-05
P(','|Ham) = 0.06333769205622752
P('plain'|Ham) = 4.903563255966002e-05
P('simple'|Ham) = 0.0002288329519450801
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('petition'|Ham) = 1.1803309648025306e-05
P(','|Ham) = 0.06333769205622752
P('instead'|Ham) = 0.00019614253023864008
P('foster'|Ham) = 1.1803309648025306e-05
P('acceptance'|Ham) = 4.903563255966002e-05
P('cultural'|Ham) = 0.00013076168682576005
P('diversity'|Ham) = 0.0002615233736515201
P(','|Ham) = 0.06333769205622752
P('appear'|Ham) = 0.00032690421706440013
P('encourage'|Ham) = 0.0002288329519450801
P('bigotry'|Ham) = 1.1803309648025306e-05
P(','|Ham) = 0.06333769205622752
P('racism'|Ham) = 1.1803309648025306e-05
P(','|Ham) = 0.06333769205622752
P('discrimination'|Ham) = 1.1803309648025306e-05
P('.'|Ham) = 0.07358613926119648
P('"'|Ham) = 0.017930696305982347
P('mayor'|Ham) = 3.269042170644001e-05
P('phone'|Ham) = 0.0003595946387708401
P('interview'|Ham) = 4.903563255966002e-05
P('june'|Ham) = 0.00014710689767898007
P('30'|Ham) = 0.0008826413860738803
P('dismiss'|Ham) = 1.6345210853220006e-05
P('attack'|Ham) = 6.538084341288002e-05
P('"'|Ham) = 0.017930696305982347
P('bovine'|Ham) = 1.6345210853220006e-05
P('scatology'|Ham) = 1.1803309648025306e-05
P('.'|Ham) = 0.07358613926119648
P('"'|Ham) = 0.017930696305982347
P('state'|Ham) = 0.0007028440666884603
P(''s'|Ham) = 0.004985289310232102
P('attorney'|Ham) = 1.1803309648025306e-05
P('general'|Ham) = 0.0007845701209545603
P('offer'|Ham) = 0.00039228506047728017
P('th'|Ham) = 3.269042170644001e-05
P('opinion'|Ham) = 0.00017979731938542006
P('plan'|Ham) = 0.00021248774109186008
P('almost'|Ham) = 0.00014710689767898007
P('certainly'|Ham) = 0.00019614253023864008
P('violate'|Ham) = 0.00016345210853220007
P('state'|Ham) = 0.0007028440666884603
P(''s'|Ham) = 0.004985289310232102
P('anti-discrimination'|Ham) = 1.1803309648025306e-05
P('law'|Ham) = 0.00011441647597254005
P('.'|Ham) = 0.07358613926119648
P('article'|Ham) = 0.0002451781627983001
P('today'|Ham) = 0.00016345210853220007
P('('|Ham) = 0.018306636155606407
P('both'|Ham) = 0.0009480222294867604
P('article'|Ham) = 0.0002451781627983001
P('''|Ham) = 0.010362863680941484
P('m'|Ham) = 0.0013729977116704805
P('quote'|Ham) = 0.00021248774109186008
P('daily'|Ham) = 1.1803309648025306e-05
P('hampshire'|Ham) = 1.1803309648025306e-05
P('gazette'|Ham) = 1.1803309648025306e-05
P(','|Ham) = 0.06333769205622752
P('northampton'|Ham) = 1.1803309648025306e-05
P(','|Ham) = 0.06333769205622752
P('though'|Ham) = 0.0004740111147433802
P('mention'|Ham) = 0.0005067015364498202
P('sunday'|Ham) = 3.269042170644001e-05
P(''s'|Ham) = 0.004985289310232102
P('nytime'|Ham) = 1.1803309648025306e-05
P(')'|Ham) = 0.018976789800588426
P('mayor'|Ham) = 3.269042170644001e-05
P(','|Ham) = 0.06333769205622752
P('george'|Ham) = 0.00019614253023864008
P('varela'|Ham) = 1.1803309648025306e-05
P(','|Ham) = 0.06333769205622752
P('call'|Ham) = 0.0006374632232755802
P('over'|Ham) = 0.0006701536449820203
P('country'|Ham) = 0.00017979731938542006
P(','|Ham) = 0.06333769205622752
P('mostly'|Ham) = 8.172605426610003e-05
P('agree'|Ham) = 0.0002451781627983001
P('point'|Ham) = 0.0009316770186335404
P('view'|Ham) = 0.0004903563255966002
P('.'|Ham) = 0.07358613926119648
P('two'|Ham) = 0.0010951291271657404
P('parent'|Ham) = 1.6345210853220006e-05
P('start'|Ham) = 0.00042497548218372016
P('drive'|Ham) = 9.807126511932004e-05
P('express'|Ham) = 0.00017979731938542006
P('great'|Ham) = 0.0003595946387708401
P('surprise'|Ham) = 8.172605426610003e-05
P(';'|Ham) = 0.0017162471395881006
P('wife'|Ham) = 0.00016345210853220007
P(','|Ham) = 0.06333769205622752
P('"'|Ham) = 0.017930696305982347
P('spanish'|Ham) = 0.0005720823798627002
P('portuguese'|Ham) = 4.903563255966002e-05
P('descent'|Ham) = 3.269042170644001e-05
P(','|Ham) = 0.06333769205622752
P('become'|Ham) = 0.0004903563255966002
P('distraught'|Ham) = 1.1803309648025306e-05
P('over'|Ham) = 0.0006701536449820203
P('accusation'|Ham) = 1.1803309648025306e-05
P('bigotry'|Ham) = 1.1803309648025306e-05
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('avoid'|Ham) = 6.538084341288002e-05
P('.'|Ham) = 0.07358613926119648
P('"'|Ham) = 0.017930696305982347
P('city'|Ham) = 0.00016345210853220007
P('36000'|Ham) = 1.1803309648025306e-05
P('population'|Ham) = 8.172605426610003e-05
P('broad'|Ham) = 8.172605426610003e-05
P('ethnic'|Ham) = 8.172605426610003e-05
P('mix'|Ham) = 4.903563255966002e-05
P('.'|Ham) = 0.07358613926119648
P('most'|Ham) = 0.0009970578620464203
P('one'|Ham) = 0.0032200065380843415
P('read'|Ham) = 0.00042497548218372016
P('english'|Ham) = 0.002190258254331481
P('movement'|Ham) = 8.172605426610003e-05
P(','|Ham) = 0.06333769205622752
P(''s'|Ham) = 0.004985289310232102
P('great'|Ham) = 0.0003595946387708401
P('deal'|Ham) = 0.00029421379535796014
P('debate'|Ham) = 0.00011441647597254005
P('whether'|Ham) = 0.0006701536449820203
P(''s'|Ham) = 0.004985289310232102
P('racist'|Ham) = 1.6345210853220006e-05
P('xenophobic'|Ham) = 1.1803309648025306e-05
P(','|Ham) = 0.06333769205622752
P('etc'|Ham) = 0.0008662961752206604
P('.'|Ham) = 0.07358613926119648
P(','|Ham) = 0.06333769205622752
P('little'|Ham) = 0.0008172605426610003
P('fundamental'|Ham) = 6.538084341288002e-05
P('question'|Ham) = 0.0009970578620464203
P('raise'|Ham) = 0.00021248774109186008
P(','|Ham) = 0.06333769205622752
P('namely'|Ham) = 8.172605426610003e-05
P('fact'|Ham) = 0.0004903563255966002
P('effect'|Ham) = 0.00014710689767898007
P('acquisition'|Ham) = 0.0004740111147433802
P('english'|Ham) = 0.002190258254331481
P('child'|Ham) = 0.0005720823798627002
P('class'|Ham) = 0.0005230467473030402
P('?'|Ham) = 0.004118993135011442
P('"'|Ham) = 0.017930696305982347
P('throughout'|Ham) = 8.172605426610003e-05
P('week'|Ham) = 0.0003595946387708401
P(','|Ham) = 0.06333769205622752
P('forward'|Ham) = 0.00017979731938542006
P('response'|Ham) = 0.0005884275907159203
P('barbara'|Ham) = 3.269042170644001e-05
P('update'|Ham) = 1.6345210853220006e-05
P('story'|Ham) = 0.00016345210853220007
P('thing'|Ham) = 0.0005557371690094802
P('evolve'|Ham) = 8.172605426610003e-05
P('.'|Ham) = 0.07358613926119648
P('july'|Ham) = 0.00029421379535796014
P('8th'|Ham) = 1.6345210853220006e-05
P(','|Ham) = 0.06333769205622752
P('contact'|Ham) = 0.0006047728015691402
P('reporter'|Ham) = 1.1803309648025306e-05
P('westfield'|Ham) = 1.1803309648025306e-05
P('paper'|Ham) = 0.0007682249101013403
P(','|Ham) = 0.06333769205622752
P('ask'|Ham) = 0.0007682249101013403
P('('|Ham) = 0.018306636155606407
P(','|Ham) = 0.06333769205622752
P('course'|Ham) = 0.0008172605426610003
P(','|Ham) = 0.06333769205622752
P('receive'|Ham) = 0.0005884275907159203
P(')'|Ham) = 0.018976789800588426
P('permission'|Ham) = 9.807126511932004e-05
P('material'|Ham) = 0.00021248774109186008
P('interview'|Ham) = 4.903563255966002e-05
P('paper'|Ham) = 0.0007682249101013403
P('.'|Ham) = 0.07358613926119648
P('july'|Ham) = 0.00029421379535796014
P('9th'|Ham) = 3.269042170644001e-05
P(','|Ham) = 0.06333769205622752
P('barbara'|Ham) = 3.269042170644001e-05
P('write'|Ham) = 0.0010460934946060804
P(':'|Ham) = 0.016508662961752206
P('"'|Ham) = 0.017930696305982347
P(','|Ham) = 0.06333769205622752
P('hear'|Ham) = 0.0007518796992481203
P('second'|Ham) = 0.0005720823798627002
P('hand'|Ham) = 0.0002451781627983001
P('school'|Ham) = 0.0008989865969271004
P('committee'|Ham) = 0.0002451781627983001
P('subcommittee'|Ham) = 1.1803309648025306e-05
P('thereof'|Ham) = 3.269042170644001e-05
P('vote'|Ham) = 1.6345210853220006e-05
P('morn'|Ham) = 0.00011441647597254005
P('3'|Ham) = 0.0017816279830009808
P('-'|Ham) = 0.03229813664596273
P('0'|Ham) = 0.0015201046093494606
P('adopt'|Ham) = 3.269042170644001e-05
P('petitioner'|Ham) = 1.1803309648025306e-05
P('''|Ham) = 0.010362863680941484
P('request'|Ham) = 0.0002451781627983001
P('.'|Ham) = 0.07358613926119648
P('''|Ham) = 0.010362863680941484
P('ll'|Ham) = 0.00029421379535796014
P('even'|Ham) = 0.0008336057535142204
P(''s'|Ham) = 0.004985289310232102
P('news'|Ham) = 1.6345210853220006e-05
P('.'|Ham) = 0.07358613926119648
P('expect'|Ham) = 0.0002288329519450801
P('newspaper'|Ham) = 3.269042170644001e-05
P('article'|Ham) = 0.0002451781627983001
P('our'|Ham) = 0.0013893429225237005
P('stuff'|Ham) = 3.269042170644001e-05
P('appear'|Ham) = 0.00032690421706440013
P('tomorrow'|Ham) = 1.1803309648025306e-05
P('morn'|Ham) = 0.00011441647597254005
P('.'|Ham) = 0.07358613926119648
P('''|Ham) = 0.010362863680941484
P('ll'|Ham) = 0.00029421379535796014
P('let'|Ham) = 0.00039228506047728017
P('.'|Ham) = 0.07358613926119648
P('happen'|Ham) = 0.00013076168682576005
P('quicker'|Ham) = 1.1803309648025306e-05
P(','|Ham) = 0.06333769205622752
P('emphatically'|Ham) = 1.1803309648025306e-05
P('right'|Ham) = 0.0002288329519450801
P('side'|Ham) = 0.00016345210853220007
P(','|Ham) = 0.06333769205622752
P('expect'|Ham) = 0.0002288329519450801
P('.'|Ham) = 0.07358613926119648
P('"'|Ham) = 0.017930696305982347
P('article'|Ham) = 0.0002451781627983001
P('appear'|Ham) = 0.00032690421706440013
P('friday'|Ham) = 6.538084341288002e-05
P(','|Ham) = 0.06333769205622752
P('july'|Ham) = 0.00029421379535796014
P('10th'|Ham) = 3.269042170644001e-05
P(','|Ham) = 0.06333769205622752
P('barbara'|Ham) = 3.269042170644001e-05
P('likely'|Ham) = 0.00013076168682576005
P('post'|Ham) = 0.0006701536449820203
P('here'|Ham) = 0.0008172605426610003
P('monday'|Ham) = 6.538084341288002e-05
P('.'|Ham) = 0.07358613926119648
P(','|Ham) = 0.06333769205622752
P('reporter'|Ham) = 1.1803309648025306e-05
P('absolutely'|Ham) = 6.538084341288002e-05
P('fascinate'|Ham) = 1.6345210853220006e-05
P('fact'|Ham) = 0.0004903563255966002
P('ongo'|Ham) = 4.903563255966002e-05
P('worldwide'|Ham) = 1.6345210853220006e-05
P('discussion'|Ham) = 0.0006211180124223603
P('issue'|Ham) = 0.0009153318077803204
P('computer'|Ham) = 0.00034324942791762013
P('net'|Ham) = 6.538084341288002e-05
P('.'|Ham) = 0.07358613926119648
P('same'|Ham) = 0.0005720823798627002
P('issue'|Ham) = 0.0009153318077803204
P('same'|Ham) = 0.0005720823798627002
P('paper'|Ham) = 0.0007682249101013403
P('run'|Ham) = 0.00019614253023864008
P('syndicate'|Ham) = 1.1803309648025306e-05
P('column'|Ham) = 3.269042170644001e-05
P('william'|Ham) = 9.807126511932004e-05
P('raspberry'|Ham) = 1.1803309648025306e-05
P('subject'|Ham) = 0.0007191892775416802
P('.'|Ham) = 0.07358613926119648
P('yet'|Ham) = 0.00017979731938542006
P('paper'|Ham) = 0.0007682249101013403
P('available'|Ham) = 0.0006701536449820203
P('here'|Ham) = 0.0008172605426610003
P('run'|Ham) = 0.00019614253023864008
P('bill'|Ham) = 0.00014710689767898007
P('raspberry'|Ham) = 1.1803309648025306e-05
P('.'|Ham) = 0.07358613926119648
P('chronicle'|Ham) = 1.1803309648025306e-05
P(','|Ham) = 0.06333769205622752
P('substance'|Ham) = 1.6345210853220006e-05
P('response'|Ham) = 0.0005884275907159203
P('.'|Ham) = 0.07358613926119648
P('couple'|Ham) = 0.00011441647597254005
P('suggest'|Ham) = 0.0004740111147433802
P('petitioner'|Ham) = 1.1803309648025306e-05
P('''|Ham) = 0.010362863680941484
P('concern'|Ham) = 0.0006211180124223603
P('teacher'|Ham) = 0.00037593984962406017
P('comprehensible'|Ham) = 1.1803309648025306e-05
P('grade'|Ham) = 8.172605426610003e-05
P('school'|Ham) = 0.0008989865969271004
P('student'|Ham) = 0.0013403072899640406
P('.'|Ham) = 0.07358613926119648
P(','|Ham) = 0.06333769205622752
P('course'|Ham) = 0.0008172605426610003
P(','|Ham) = 0.06333769205622752
P('most'|Ham) = 0.0009970578620464203
P('legitimate'|Ham) = 4.903563255966002e-05
P('concern'|Ham) = 0.0006211180124223603
P(','|Ham) = 0.06333769205622752
P('many'|Ham) = 0.0014220333442301406
P('state'|Ham) = 0.0007028440666884603
P(','|Ham) = 0.06333769205622752
P('school'|Ham) = 0.0008989865969271004
P('corporation'|Ham) = 1.6345210853220006e-05
P(','|Ham) = 0.06333769205622752
P('university'|Ham) = 0.004347826086956522
P('measure'|Ham) = 9.807126511932004e-05
P('protect'|Ham) = 1.6345210853220006e-05
P('student'|Ham) = 0.0013403072899640406
P('incompetent'|Ham) = 1.1803309648025306e-05
P('english'|Ham) = 0.002190258254331481
P('speaker'|Ham) = 0.0009153318077803204
P('.'|Ham) = 0.07358613926119648
P('apparently'|Ham) = 8.172605426610003e-05
P(','|Ham) = 0.06333769205622752
P('however'|Ham) = 0.0005067015364498202
P(','|Ham) = 0.06333769205622752
P('petitioner'|Ham) = 1.1803309648025306e-05
P('''|Ham) = 0.010362863680941484
P('concern'|Ham) = 0.0006211180124223603
P(','|Ham) = 0.06333769205622752
P('core'|Ham) = 6.538084341288002e-05
P('issue'|Ham) = 0.0009153318077803204
P('belief'|Ham) = 6.538084341288002e-05
P('student'|Ham) = 0.0013403072899640406
P('acquire'|Ham) = 0.00016345210853220007
P('foreign'|Ham) = 0.0002615233736515201
P('accent'|Ham) = 0.00016345210853220007
P('teacher'|Ham) = 0.00037593984962406017
P('.'|Ham) = 0.07358613926119648
P('response'|Ham) = 0.0005884275907159203
P('subject'|Ham) = 0.0007191892775416802
P('share'|Ham) = 0.00013076168682576005
P('conviction'|Ham) = 1.6345210853220006e-05
P('happen'|Ham) = 0.00013076168682576005
P('.'|Ham) = 0.07358613926119648
P('michael'|Ham) = 0.00040863027133050016
P('covington'|Ham) = 1.1803309648025306e-05
P('('|Ham) = 0.018306636155606407
P('mcovingt'|Ham) = 1.1803309648025306e-05
P('@'|Ham) = 0.002598888525661981
P('uga'|Ham) = 1.1803309648025306e-05
P('.'|Ham) = 0.07358613926119648
P('cc'|Ham) = 9.807126511932004e-05
P('.'|Ham) = 0.07358613926119648
P('uga'|Ham) = 1.1803309648025306e-05
P('.'|Ham) = 0.07358613926119648
P('edu'|Ham) = 0.0015037593984962407
P(')'|Ham) = 0.018976789800588426
P(':'|Ham) = 0.016508662961752206
P('"'|Ham) = 0.017930696305982347
P('own'|Ham) = 0.00044132069303694016
P('rather'|Ham) = 0.0007355344883949003
P('limit'|Ham) = 0.00019614253023864008
P('experience'|Ham) = 0.0008009153318077803
P('child'|Ham) = 0.0005720823798627002
P('n't'|Ham) = 0.0014383785550833605
P('even'|Ham) = 0.0008336057535142204
P('influence'|Ham) = 0.00021248774109186008
P('foreign'|Ham) = 0.0002615233736515201
P('accent'|Ham) = 0.00016345210853220007
P('_'|Ham) = 0.013370382477933965
P('parent'|Ham) = 1.6345210853220006e-05
P('_'|Ham) = 0.013370382477933965
P(','|Ham) = 0.06333769205622752
P('much'|Ham) = 0.0008826413860738803
P('less'|Ham) = 0.00044132069303694016
P('teacher'|Ham) = 0.00037593984962406017
P('.'|Ham) = 0.07358613926119648
P('"'|Ham) = 0.017930696305982347
P('cliff'|Ham) = 1.1803309648025306e-05
P('miller'|Ham) = 6.538084341288002e-05
P('('|Ham) = 0.018306636155606407
P('miller'|Ham) = 6.538084341288002e-05
P('@'|Ham) = 0.002598888525661981
P('defun'|Ham) = 1.1803309648025306e-05
P('.'|Ham) = 0.07358613926119648
P('c'|Ham) = 0.0011932003922850605
P('.'|Ham) = 0.07358613926119648
P('utah'|Ham) = 8.172605426610003e-05
P('.'|Ham) = 0.07358613926119648
P('edu'|Ham) = 0.0015037593984962407
P(')'|Ham) = 0.018976789800588426
P(':'|Ham) = 0.016508662961752206
P('"'|Ham) = 0.017930696305982347
P('course'|Ham) = 0.0008172605426610003
P('possible'|Ham) = 0.0005720823798627002
P('['|Ham) = 0.0015364498202026806
P('grade'|Ham) = 8.172605426610003e-05
P('school'|Ham) = 0.0008989865969271004
P('student'|Ham) = 0.0013403072899640406
P('influence'|Ham) = 0.00021248774109186008
P('teacher'|Ham) = 0.00037593984962406017
P(''s'|Ham) = 0.004985289310232102
P('foreign'|Ham) = 0.0002615233736515201
P('accent'|Ham) = 0.00016345210853220007
P(']'|Ham) = 0.0015201046093494606
P(','|Ham) = 0.06333769205622752
P('highly'|Ham) = 0.00017979731938542006
P('unlikely'|Ham) = 1.1803309648025306e-05
P('complete'|Ham) = 0.00029421379535796014
P('long-last'|Ham) = 1.1803309648025306e-05
P('.'|Ham) = 0.07358613926119648
P('perhap'|Ham) = 0.00034324942791762013
P('important'|Ham) = 0.0002615233736515201
P('question'|Ham) = 0.0009970578620464203
P(':'|Ham) = 0.016508662961752206
P('matter'|Ham) = 0.00032690421706440013
P('?'|Ham) = 0.004118993135011442
P('grow'|Ham) = 9.807126511932004e-05
P('several'|Ham) = 0.0002615233736515201
P('different'|Ham) = 0.0007682249101013403
P('place'|Ham) = 0.00037593984962406017
P('english'|Ham) = 0.002190258254331481
P('undergo'|Ham) = 1.6345210853220006e-05
P('number'|Ham) = 0.0009153318077803204
P('shift'|Ham) = 6.538084341288002e-05
P('-'|Ham) = 0.03229813664596273
P('-'|Ham) = 0.03229813664596273
P('even'|Ham) = 0.0008336057535142204
P('japanese'|Ham) = 0.0002451781627983001
P('accent'|Ham) = 0.00016345210853220007
P('while'|Ham) = 0.00044132069303694016
P('.'|Ham) = 0.07358613926119648
P('english'|Ham) = 0.002190258254331481
P('quite'|Ham) = 0.00042497548218372016
P('native'|Ham) = 0.00034324942791762013
P('n't'|Ham) = 0.0014383785550833605
P('different'|Ham) = 0.0007682249101013403
P('stage'|Ham) = 0.00016345210853220007
P('through'|Ham) = 0.00044132069303694016
P('harm'|Ham) = 1.6345210853220006e-05
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('"'|Ham) = 0.017930696305982347
P('craig'|Ham) = 1.1803309648025306e-05
P('thiersch'|Ham) = 1.1803309648025306e-05
P('('|Ham) = 0.018306636155606407
P('thiersch'|Ham) = 1.1803309648025306e-05
P('@'|Ham) = 0.002598888525661981
P('kub'|Ham) = 1.1803309648025306e-05
P('.'|Ham) = 0.07358613926119648
P('nl'|Ham) = 0.00013076168682576005
P(')'|Ham) = 0.018976789800588426
P(':'|Ham) = 0.016508662961752206
P('"'|Ham) = 0.017930696305982347
P('''|Ham) = 0.010362863680941484
P('m'|Ham) = 0.0013729977116704805
P('afraid'|Ham) = 1.1803309648025306e-05
P('n't'|Ham) = 0.0014383785550833605
P('citation'|Ham) = 0.0006864988558352403
P('linguistics'|Ham) = 0.002419091206276561
P('literature'|Ham) = 0.0006211180124223603
P(','|Ham) = 0.06333769205622752
P('our'|Ham) = 0.0013893429225237005
P('phonologist'|Ham) = 4.903563255966002e-05
P('n't'|Ham) = 0.0014383785550833605
P('here'|Ham) = 0.0008172605426610003
P('today'|Ham) = 0.00016345210853220007
P(','|Ham) = 0.06333769205622752
P('''|Ham) = 0.010362863680941484
P('re'|Ham) = 0.0011278195488721805
P('right'|Ham) = 0.0002288329519450801
P(':'|Ham) = 0.016508662961752206
P(''s'|Ham) = 0.004985289310232102
P('less'|Ham) = 0.00044132069303694016
P('common'|Ham) = 0.0002615233736515201
P('knowledge'|Ham) = 0.00037593984962406017
P('child'|Ham) = 0.0005720823798627002
P('virtually'|Ham) = 4.903563255966002e-05
P('alway'|Ham) = 0.00032690421706440013
P('acquire'|Ham) = 0.00016345210853220007
P('accent'|Ham) = 0.00016345210853220007
P('peer'|Ham) = 1.6345210853220006e-05
P(','|Ham) = 0.06333769205622752
P('parent'|Ham) = 1.6345210853220006e-05
P(','|Ham) = 0.06333769205622752
P('teacher'|Ham) = 0.00037593984962406017
P(','|Ham) = 0.06333769205622752
P('adult'|Ham) = 0.00014710689767898007
P('.'|Ham) = 0.07358613926119648
P('countless'|Ham) = 1.1803309648025306e-05
P('example'|Ham) = 0.0011441647597254005
P('own'|Ham) = 0.00044132069303694016
P('experience'|Ham) = 0.0008009153318077803
P(':'|Ham) = 0.016508662961752206
P('instance'|Ham) = 0.00016345210853220007
P(','|Ham) = 0.06333769205622752
P('live'|Ham) = 0.00016345210853220007
P('boston'|Ham) = 3.269042170644001e-05
P(','|Ham) = 0.06333769205622752
P('where'|Ham) = 0.0009970578620464203
P('cut'|Ham) = 0.00029421379535796014
P('local'|Ham) = 0.00013076168682576005
P('accent'|Ham) = 0.00016345210853220007
P('knife'|Ham) = 9.807126511932004e-05
P(','|Ham) = 0.06333769205622752
P('play'|Ham) = 0.00029421379535796014
P('organ'|Ham) = 4.903563255966002e-05
P('church'|Ham) = 6.538084341288002e-05
P('arlington'|Ham) = 1.1803309648025306e-05
P(','|Ham) = 0.06333769205622752
P('mass'|Ham) = 0.00013076168682576005
P('.'|Ham) = 0.07358613926119648
P(','|Ham) = 0.06333769205622752
P('where'|Ham) = 0.0009970578620464203
P('pastor'|Ham) = 1.1803309648025306e-05
P('wife'|Ham) = 0.00016345210853220007
P('mid'|Ham) = 9.807126511932004e-05
P('-'|Ham) = 0.03229813664596273
P('west'|Ham) = 0.00017979731938542006
P('.'|Ham) = 0.07358613926119648
P('child'|Ham) = 0.0005720823798627002
P('strong'|Ham) = 0.00017979731938542006
P('"'|Ham) = 0.017930696305982347
P('towny'|Ham) = 1.1803309648025306e-05
P('"'|Ham) = 0.017930696305982347
P('arlington'|Ham) = 1.1803309648025306e-05
P('accent'|Ham) = 0.00016345210853220007
P('.'|Ham) = 0.07358613926119648
