(1) P(Spam, all words)
P('Subject:'|Spam) = 0.0016566137116642596
P('against'|Ham) = 0.0002288329519450801
P('doctor'|Ham) = 1.6345210853220006e-05
P('?'|Ham) = 0.004118993135011442
P('learn'|Ham) = 0.0006047728015691402
P('plus'|Ham) = 9.807126511932004e-05
P('much'|Ham) = 0.0008826413860738803
P(','|Ham) = 0.06333769205622752
P('much'|Ham) = 0.0008826413860738803
P('our'|Ham) = 0.0013893429225237005
P('brand'|Ham) = 1.1803309648025306e-05
P('45'|Ham) = 0.00014710689767898007
P('page'|Ham) = 0.00017979731938542006
P('report'|Ham) = 0.00037593984962406017
P('"'|Ham) = 0.017930696305982347
P('internet'|Ham) = 0.00017979731938542006
P('sleuth'|Ham) = 1.1803309648025306e-05
P('"'|Ham) = 0.017930696305982347
P('!'|Ham) = 0.004135338345864661
P('learn'|Ham) = 0.0006047728015691402
P('internet'|Ham) = 0.00017979731938542006
P('tool'|Ham) = 0.00013076168682576005
P('resource'|Ham) = 0.0002778685845047401
P('investigate'|Ham) = 6.538084341288002e-05
P(','|Ham) = 0.06333769205622752
P('relative'|Ham) = 0.0002288329519450801
P(','|Ham) = 0.06333769205622752
P('friend'|Ham) = 0.00029421379535796014
P(','|Ham) = 0.06333769205622752
P('neighbor'|Ham) = 3.269042170644001e-05
P(','|Ham) = 0.06333769205622752
P('enemy'|Ham) = 1.1803309648025306e-05
P(','|Ham) = 0.06333769205622752
P('employee'|Ham) = 1.6345210853220006e-05
P('anyone'|Ham) = 0.0008662961752206604
P('else'|Ham) = 0.0002451781627983001
P('!'|Ham) = 0.004135338345864661
P('thousand'|Ham) = 4.903563255966002e-05
P('internet'|Ham) = 0.00017979731938542006
P('location'|Ham) = 8.172605426610003e-05
P(','|Ham) = 0.06333769205622752
P('credit'|Ham) = 0.00016345210853220007
P(','|Ham) = 0.06333769205622752
P('social'|Ham) = 0.00039228506047728017
P('security'|Ham) = 1.1803309648025306e-05
P(','|Ham) = 0.06333769205622752
P('current'|Ham) = 0.00044132069303694016
P('past'|Ham) = 0.00017979731938542006
P('employment'|Ham) = 6.538084341288002e-05
P(','|Ham) = 0.06333769205622752
P('drive'|Ham) = 9.807126511932004e-05
P('record'|Ham) = 0.00016345210853220007
P(','|Ham) = 0.06333769205622752
P('criminal'|Ham) = 3.269042170644001e-05
P('record'|Ham) = 0.00016345210853220007
P(','|Ham) = 0.06333769205622752
P('medical'|Ham) = 6.538084341288002e-05
P('information'|Ham) = 0.0017162471395881006
P(','|Ham) = 0.06333769205622752
P('military'|Ham) = 8.172605426610003e-05
P('record'|Ham) = 0.00016345210853220007
P(','|Ham) = 0.06333769205622752
P('address'|Ham) = 0.0008009153318077803
P(','|Ham) = 0.06333769205622752
P('phone'|Ham) = 0.0003595946387708401
P('number'|Ham) = 0.0009153318077803204
P(','|Ham) = 0.06333769205622752
P('immigration'|Ham) = 4.903563255966002e-05
P(','|Ham) = 0.06333769205622752
P('divorce'|Ham) = 1.1803309648025306e-05
P(','|Ham) = 0.06333769205622752
P('labor'|Ham) = 1.1803309648025306e-05
P('criminal'|Ham) = 3.269042170644001e-05
P('law'|Ham) = 0.00011441647597254005
P('!'|Ham) = 0.004135338345864661
P('source'|Ham) = 0.00044132069303694016
P('miss'|Ham) = 0.00011441647597254005
P('child'|Ham) = 0.0005720823798627002
P('parent'|Ham) = 1.6345210853220006e-05
P(','|Ham) = 0.06333769205622752
P('hazardous'|Ham) = 1.1803309648025306e-05
P('waste'|Ham) = 3.269042170644001e-05
P('site'|Ham) = 9.807126511932004e-05
P(','|Ham) = 0.06333769205622752
P('freedom'|Ham) = 8.172605426610003e-05
P('information'|Ham) = 0.0017162471395881006
P('act'|Ham) = 6.538084341288002e-05
P('information'|Ham) = 0.0017162471395881006
P('search'|Ham) = 0.00016345210853220007
P(','|Ham) = 0.06333769205622752
P('skip'|Ham) = 1.1803309648025306e-05
P('trace'|Ham) = 1.1803309648025306e-05
P('backround'|Ham) = 1.1803309648025306e-05
P('check'|Ham) = 0.00011441647597254005
P('prospective'|Ham) = 1.6345210853220006e-05
P('date'|Ham) = 0.00042497548218372016
P(','|Ham) = 0.06333769205622752
P('bride'|Ham) = 1.1803309648025306e-05
P('groom'|Ham) = 1.1803309648025306e-05
P(','|Ham) = 0.06333769205622752
P('employee'|Ham) = 1.6345210853220006e-05
P(','|Ham) = 0.06333769205622752
P('renter'|Ham) = 1.1803309648025306e-05
P(','|Ham) = 0.06333769205622752
P('vendor'|Ham) = 1.1803309648025306e-05
P(','|Ham) = 0.06333769205622752
P('client'|Ham) = 1.1803309648025306e-05
P('competitor'|Ham) = 1.1803309648025306e-05
P('!'|Ham) = 0.004135338345864661
P('learn'|Ham) = 0.0006047728015691402
P('where'|Ham) = 0.0009970578620464203
P('surveillance'|Ham) = 1.6345210853220006e-05
P('spy'|Ham) = 1.1803309648025306e-05
P('device'|Ham) = 1.1803309648025306e-05
P(','|Ham) = 0.06333769205622752
P('private'|Ham) = 9.807126511932004e-05
P('mail'|Ham) = 0.0004903563255966002
P('forward'|Ham) = 0.00017979731938542006
P('annonymous'|Ham) = 1.1803309648025306e-05
P('email'|Ham) = 0.00039228506047728017
P('forward'|Ham) = 0.00017979731938542006
P('site'|Ham) = 9.807126511932004e-05
P(','|Ham) = 0.06333769205622752
P('search'|Ham) = 0.00016345210853220007
P('copyright'|Ham) = 1.6345210853220006e-05
P(','|Ham) = 0.06333769205622752
P('patent'|Ham) = 1.1803309648025306e-05
P('court'|Ham) = 3.269042170644001e-05
P('case'|Ham) = 0.0009643674403399803
P('asset'|Ham) = 1.6345210853220006e-05
P('untraceable'|Ham) = 1.1803309648025306e-05
P('!'|Ham) = 0.004135338345864661
P('show'|Ham) = 0.0005230467473030402
P('copy'|Ham) = 0.0004576659038901602
P('credit'|Ham) = 0.00016345210853220007
P('report'|Ham) = 0.00037593984962406017
P(','|Ham) = 0.06333769205622752
P('adoption'|Ham) = 1.1803309648025306e-05
P('database'|Ham) = 0.0002778685845047401
P(','|Ham) = 0.06333769205622752
P('information'|Ham) = 0.0017162471395881006
P('drug'|Ham) = 1.1803309648025306e-05
P(','|Ham) = 0.06333769205622752
P('poison'|Ham) = 1.1803309648025306e-05
P('share'|Ham) = 0.00013076168682576005
P('government'|Ham) = 0.00014710689767898007
P('program'|Ham) = 0.0014056881333769206
P('benefit'|Ham) = 4.903563255966002e-05
P('!'|Ham) = 0.004135338345864661
P('information'|Ham) = 0.0017162471395881006
P('internet'|Ham) = 0.00017979731938542006
P('search'|Ham) = 0.00016345210853220007
P('engine'|Ham) = 1.1803309648025306e-05
P('?'|Ham) = 0.004118993135011442
P('answer'|Ham) = 0.00021248774109186008
P('maybe'|Ham) = 0.00019614253023864008
P('lucky'|Ham) = 1.6345210853220006e-05
P('want'|Ham) = 0.0005884275907159203
P('spend'|Ham) = 4.903563255966002e-05
P('many'|Ham) = 0.0014220333442301406
P('hour'|Ham) = 0.00014710689767898007
P('through'|Ham) = 0.00044132069303694016
P('25'|Ham) = 0.00013076168682576005
P(','|Ham) = 0.06333769205622752
P('0'|Ham) = 0.0015201046093494606
P('plus'|Ham) = 9.807126511932004e-05
P('hit'|Ham) = 1.6345210853220006e-05
P('per'|Ham) = 0.00021248774109186008
P('subject'|Ham) = 0.0007191892775416802
P('!'|Ham) = 0.004135338345864661
P('our'|Ham) = 0.0013893429225237005
P('staff'|Ham) = 0.00011441647597254005
P('spend'|Ham) = 4.903563255966002e-05
P('hundred'|Ham) = 1.1803309648025306e-05
P('hour'|Ham) = 0.00014710689767898007
P('many'|Ham) = 0.0014220333442301406
P('thousand'|Ham) = 4.903563255966002e-05
P('dollar'|Ham) = 1.6345210853220006e-05
P('compile'|Ham) = 0.00013076168682576005
P('information'|Ham) = 0.0017162471395881006
P('!'|Ham) = 0.004135338345864661
P('silver'|Ham) = 8.172605426610003e-05
P('platter'|Ham) = 1.1803309648025306e-05
P('less'|Ham) = 0.00044132069303694016
P('twenty'|Ham) = 1.6345210853220006e-05
P('bucks'|Ham) = 1.1803309648025306e-05
P('during'|Ham) = 0.00017979731938542006
P('special'|Ham) = 0.00040863027133050016
P('email'|Ham) = 0.00039228506047728017
P('promotion'|Ham) = 1.6345210853220006e-05
P('!'|Ham) = 0.004135338345864661
P('frequently'|Ham) = 0.00011441647597254005
P('hear'|Ham) = 0.0007518796992481203
P('over'|Ham) = 0.0006701536449820203
P('media'|Ham) = 1.6345210853220006e-05
P(','|Ham) = 0.06333769205622752
P('television'|Ham) = 1.1803309648025306e-05
P(','|Ham) = 0.06333769205622752
P('radio'|Ham) = 4.903563255966002e-05
P(','|Ham) = 0.06333769205622752
P('newspaper'|Ham) = 3.269042170644001e-05
P(','|Ham) = 0.06333769205622752
P('personal'|Ham) = 9.807126511932004e-05
P('information'|Ham) = 0.0017162471395881006
P(','|Ham) = 0.06333769205622752
P('trade'|Ham) = 1.6345210853220006e-05
P('sell'|Ham) = 1.6345210853220006e-05
P('over'|Ham) = 0.0006701536449820203
P('internet'|Ham) = 0.00017979731938542006
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('usually'|Ham) = 0.00017979731938542006
P('without'|Ham) = 0.00039228506047728017
P('permission'|Ham) = 9.807126511932004e-05
P('knowledge'|Ham) = 0.00037593984962406017
P('.'|Ham) = 0.07358613926119648
P('our'|Ham) = 0.0013893429225237005
P('report'|Ham) = 0.00037593984962406017
P('show'|Ham) = 0.0005230467473030402
P('is'|Ham) = 0.0006047728015691402
P('done'|Ham) = 1.1803309648025306e-05
P('!'|Ham) = 0.004135338345864661
P('!'|Ham) = 0.004135338345864661
P('!'|Ham) = 0.004135338345864661
P('old'|Ham) = 0.00031055900621118014
P('romantic'|Ham) = 1.1803309648025306e-05
P('flame'|Ham) = 1.1803309648025306e-05
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('telephone'|Ham) = 0.00011441647597254005
P(','|Ham) = 0.06333769205622752
P('address'|Ham) = 0.0008009153318077803
P('email'|Ham) = 0.00039228506047728017
P('information'|Ham) = 0.0017162471395881006
P('almost'|Ham) = 0.00014710689767898007
P('anyone'|Ham) = 0.0008662961752206604
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('even'|Ham) = 0.0008336057535142204
P('unlist'|Ham) = 1.1803309648025306e-05
P('phone'|Ham) = 0.0003595946387708401
P('number'|Ham) = 0.0009153318077803204
P('?'|Ham) = 0.004118993135011442
P('family'|Ham) = 9.807126511932004e-05
P('"'|Ham) = 0.017930696305982347
P('tree'|Ham) = 4.903563255966002e-05
P('"'|Ham) = 0.017930696305982347
P('?'|Ham) = 0.004118993135011442
P('teach'|Ham) = 0.0009153318077803204
P('turn'|Ham) = 0.00017979731938542006
P('work'|Ham) = 0.0025661981039555412
P('hour'|Ham) = 0.00014710689767898007
P('fun'|Ham) = 4.903563255966002e-05
P('!'|Ham) = 0.004135338345864661
P('military'|Ham) = 8.172605426610003e-05
P('?'|Ham) = 0.004118993135011442
P('check'|Ham) = 0.00011441647597254005
P('army'|Ham) = 1.1803309648025306e-05
P(','|Ham) = 0.06333769205622752
P('navy'|Ham) = 1.1803309648025306e-05
P(','|Ham) = 0.06333769205622752
P('air'|Ham) = 1.1803309648025306e-05
P('force'|Ham) = 8.172605426610003e-05
P('marine'|Ham) = 1.1803309648025306e-05
P('record'|Ham) = 0.00016345210853220007
P('.'|Ham) = 0.07358613926119648
P('extensive'|Ham) = 4.903563255966002e-05
P('vietnamese'|Ham) = 1.1803309648025306e-05
P('war'|Ham) = 8.172605426610003e-05
P('record'|Ham) = 0.00016345210853220007
P(','|Ham) = 0.06333769205622752
P('mia'|Ham) = 1.1803309648025306e-05
P('info'|Ham) = 8.172605426610003e-05
P(','|Ham) = 0.06333769205622752
P('much'|Ham) = 0.0008826413860738803
P('!'|Ham) = 0.004135338345864661
P('job'|Ham) = 0.0004576659038901602
P('?'|Ham) = 0.004118993135011442
P('job'|Ham) = 0.0004576659038901602
P('seek'|Ham) = 0.0002451781627983001
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('even'|Ham) = 0.0008336057535142204
P('another'|Ham) = 0.0005720823798627002
P('state'|Ham) = 0.0007028440666884603
P('another'|Ham) = 0.0005720823798627002
P('country'|Ham) = 0.00017979731938542006
P('!'|Ham) = 0.004135338345864661
P('teach'|Ham) = 0.0009153318077803204
P('!'|Ham) = 0.004135338345864661
P('love'|Ham) = 4.903563255966002e-05
P('interest'|Ham) = 0.0017489375612945407
P('spouse'|Ham) = 1.1803309648025306e-05
P('even'|Ham) = 0.0008336057535142204
P('sex'|Ham) = 4.903563255966002e-05
P('partner'|Ham) = 1.1803309648025306e-05
P('?'|Ham) = 0.004118993135011442
P('show'|Ham) = 0.0005230467473030402
P('where'|Ham) = 0.0009970578620464203
P('fast'|Ham) = 3.269042170644001e-05
P('result'|Ham) = 0.0005230467473030402
P('!'|Ham) = 0.004135338345864661
P('want'|Ham) = 0.0005884275907159203
P('up-to'|Ham) = 1.6345210853220006e-05
P('-'|Ham) = 0.03229813664596273
P('the-minute'|Ham) = 1.1803309648025306e-05
P('health'|Ham) = 1.6345210853220006e-05
P('medical'|Ham) = 6.538084341288002e-05
P('information'|Ham) = 0.0017162471395881006
P('?'|Ham) = 0.004118993135011442
P('learn'|Ham) = 0.0006047728015691402
P('cure'|Ham) = 1.1803309648025306e-05
P('fear'|Ham) = 3.269042170644001e-05
P('phoebia'|Ham) = 1.1803309648025306e-05
P(','|Ham) = 0.06333769205622752
P('latest'|Ham) = 1.6345210853220006e-05
P('drug'|Ham) = 1.1803309648025306e-05
P('treatment'|Ham) = 3.269042170644001e-05
P('almost'|Ham) = 0.00014710689767898007
P('ailment'|Ham) = 1.1803309648025306e-05
P('desease'|Ham) = 1.1803309648025306e-05
P('drug'|Ham) = 1.1803309648025306e-05
P('company'|Ham) = 0.00013076168682576005
P('themselve'|Ham) = 0.00016345210853220007
P('university'|Ham) = 0.004347826086956522
P('center'|Ham) = 0.00021248774109186008
P('desease'|Ham) = 1.1803309648025306e-05
P('control'|Ham) = 0.00019614253023864008
P('.'|Ham) = 0.07358613926119648
P('want'|Ham) = 0.0005884275907159203
P('learn'|Ham) = 0.0006047728015691402
P('most'|Ham) = 0.0009970578620464203
P('effective'|Ham) = 1.6345210853220006e-05
P('loose'|Ham) = 1.1803309648025306e-05
P('weight'|Ham) = 4.903563255966002e-05
P('?'|Ham) = 0.004118993135011442
P(''s'|Ham) = 0.004985289310232102
P('here'|Ham) = 0.0008172605426610003
P('our'|Ham) = 0.0013893429225237005
P('report'|Ham) = 0.00037593984962406017
P('!'|Ham) = 0.004135338345864661
P('believe'|Ham) = 0.0002778685845047401
P('information'|Ham) = 0.0017162471395881006
P('compile'|Ham) = 0.00013076168682576005
P('available'|Ham) = 0.0006701536449820203
P('compile'|Ham) = 0.00013076168682576005
P('without'|Ham) = 0.00039228506047728017
P('knowledge'|Ham) = 0.00037593984962406017
P('permission'|Ham) = 9.807126511932004e-05
P('must'|Ham) = 0.0006211180124223603
P('order'|Ham) = 0.0007518796992481203
P('"'|Ham) = 0.017930696305982347
P('internet'|Ham) = 0.00017979731938542006
P('sleuth'|Ham) = 1.1803309648025306e-05
P('report'|Ham) = 0.00037593984962406017
P('"'|Ham) = 0.017930696305982347
P('immediately'|Ham) = 9.807126511932004e-05
P('!'|Ham) = 0.004135338345864661
P('our'|Ham) = 0.0013893429225237005
P('"'|Ham) = 0.017930696305982347
P('internet'|Ham) = 0.00017979731938542006
P('sleuth'|Ham) = 1.1803309648025306e-05
P('report'|Ham) = 0.00037593984962406017
P('"'|Ham) = 0.017930696305982347
P('normally'|Ham) = 3.269042170644001e-05
P('sell'|Ham) = 1.6345210853220006e-05
P('direct'|Ham) = 0.00016345210853220007
P('mail'|Ham) = 0.0004903563255966002
P('$'|Ham) = 0.0010460934946060804
P('39'|Ham) = 1.6345210853220006e-05
P('.'|Ham) = 0.07358613926119648
P('95'|Ham) = 9.807126511932004e-05
P('soon'|Ham) = 0.00011441647597254005
P('book'|Ham) = 0.0009970578620464203
P('store'|Ham) = 3.269042170644001e-05
P('$'|Ham) = 0.0010460934946060804
P('29'|Ham) = 6.538084341288002e-05
P('.'|Ham) = 0.07358613926119648
P('95'|Ham) = 9.807126511932004e-05
P('.'|Ham) = 0.07358613926119648
P('however'|Ham) = 0.0005067015364498202
P(','|Ham) = 0.06333769205622752
P('generate'|Ham) = 4.903563255966002e-05
P('publicity'|Ham) = 1.1803309648025306e-05
P('"'|Ham) = 0.017930696305982347
P('word'|Ham) = 0.0017816279830009808
P('"'|Ham) = 0.017930696305982347
P('10'|Ham) = 0.0008009153318077803
P('day'|Ham) = 0.00037593984962406017
P('email'|Ham) = 0.00039228506047728017
P('special'|Ham) = 0.00040863027133050016
P('offer'|Ham) = 0.00039228506047728017
P('our'|Ham) = 0.0013893429225237005
P('complete'|Ham) = 0.00029421379535796014
P('45'|Ham) = 0.00014710689767898007
P('page'|Ham) = 0.00017979731938542006
P('report'|Ham) = 0.00037593984962406017
P('$'|Ham) = 0.0010460934946060804
P('19'|Ham) = 0.00013076168682576005
P('.'|Ham) = 0.07358613926119648
P('95'|Ham) = 9.807126511932004e-05
P('plus'|Ham) = 9.807126511932004e-05
P('$'|Ham) = 0.0010460934946060804
P('3'|Ham) = 0.0017816279830009808
P('ship'|Ham) = 3.269042170644001e-05
P('handle'|Ham) = 6.538084341288002e-05
P('['|Ham) = 0.0015364498202026806
P('total'|Ham) = 6.538084341288002e-05
P('$'|Ham) = 0.0010460934946060804
P('22'|Ham) = 8.172605426610003e-05
P('.'|Ham) = 0.07358613926119648
P('95'|Ham) = 9.807126511932004e-05
P(']'|Ham) = 0.0015201046093494606
P('.'|Ham) = 0.07358613926119648
P('sold'|Ham) = 1.1803309648025306e-05
P('our'|Ham) = 0.0013893429225237005
P('10'|Ham) = 0.0008009153318077803
P('day'|Ham) = 0.00037593984962406017
P('money'|Ham) = 0.00016345210853220007
P('back'|Ham) = 0.0002778685845047401
P('guarantee'|Ham) = 3.269042170644001e-05
P('!'|Ham) = 0.004135338345864661
P('biggest'|Ham) = 1.1803309648025306e-05
P('bargain'|Ham) = 1.6345210853220006e-05
P('internet'|Ham) = 0.00017979731938542006
P('information'|Ham) = 0.0017162471395881006
P('great'|Ham) = 0.0003595946387708401
P('power'|Ham) = 0.00014710689767898007
P('!'|Ham) = 0.004135338345864661
P('really'|Ham) = 0.00032690421706440013
P('change'|Ham) = 0.0004740111147433802
P('life'|Ham) = 0.0002778685845047401
P('positive'|Ham) = 4.903563255966002e-05
P('.'|Ham) = 0.07358613926119648
P('order'|Ham) = 0.0007518796992481203
P('!'|Ham) = 0.004135338345864661
P('complete'|Ham) = 0.00029421379535796014
P('45'|Ham) = 0.00014710689767898007
P('page'|Ham) = 0.00017979731938542006
P('"'|Ham) = 0.017930696305982347
P('internet'|Ham) = 0.00017979731938542006
P('sleuth'|Ham) = 1.1803309648025306e-05
P('report'|Ham) = 0.00037593984962406017
P('"'|Ham) = 0.017930696305982347
P('$'|Ham) = 0.0010460934946060804
P('19'|Ham) = 0.00013076168682576005
P('.'|Ham) = 0.07358613926119648
P('95'|Ham) = 9.807126511932004e-05
P('plus'|Ham) = 9.807126511932004e-05
P('$'|Ham) = 0.0010460934946060804
P('3'|Ham) = 0.0017816279830009808
P('ship'|Ham) = 3.269042170644001e-05
P('handle'|Ham) = 6.538084341288002e-05
P('-'|Ham) = 0.03229813664596273
P('total'|Ham) = 6.538084341288002e-05
P('$'|Ham) = 0.0010460934946060804
P('22'|Ham) = 8.172605426610003e-05
P('.'|Ham) = 0.07358613926119648
P('95'|Ham) = 9.807126511932004e-05
P('.'|Ham) = 0.07358613926119648
P('ship'|Ham) = 3.269042170644001e-05
P('plain'|Ham) = 4.903563255966002e-05
P('wrapper'|Ham) = 1.1803309648025306e-05
P('first'|Ham) = 0.0012912716574043806
P('class'|Ham) = 0.0005230467473030402
P('mail'|Ham) = 0.0004903563255966002
P('.'|Ham) = 0.07358613926119648
P('add'|Ham) = 0.00016345210853220007
P('$'|Ham) = 0.0010460934946060804
P('5'|Ham) = 0.0008336057535142204
P('priority'|Ham) = 4.903563255966002e-05
P('mail'|Ham) = 0.0004903563255966002
P('delivery'|Ham) = 1.1803309648025306e-05
P('.'|Ham) = 0.07358613926119648
P('add'|Ham) = 0.00016345210853220007
P('$'|Ham) = 0.0010460934946060804
P('20'|Ham) = 0.0005067015364498202
P('overnight'|Ham) = 1.1803309648025306e-05
P('express'|Ham) = 0.00017979731938542006
P('!'|Ham) = 0.004135338345864661
P('accept'|Ham) = 0.00031055900621118014
P('visa'|Ham) = 1.6345210853220006e-05
P(','|Ham) = 0.06333769205622752
P('mastercard'|Ham) = 1.6345210853220006e-05
P(','|Ham) = 0.06333769205622752
P('american'|Ham) = 0.0004740111147433802
P('express'|Ham) = 0.00017979731938542006
P('discover'|Ham) = 0.00029421379535796014
P('.'|Ham) = 0.07358613926119648
P('accept'|Ham) = 0.00031055900621118014
P('check'|Ham) = 0.00011441647597254005
P('phone'|Ham) = 0.0003595946387708401
P('fax'|Ham) = 0.0008336057535142204
P('.'|Ham) = 0.07358613926119648
P('order'|Ham) = 0.0007518796992481203
P('phone'|Ham) = 0.0003595946387708401
P('9'|Ham) = 0.0003595946387708401
P('10'|Ham) = 0.0008009153318077803
P('pm'|Ham) = 3.269042170644001e-05
P('['|Ham) = 0.0015364498202026806
P('ny'|Ham) = 8.172605426610003e-05
P(']'|Ham) = 0.0015201046093494606
P('phon'|Ham) = 1.6345210853220006e-05
P('['|Ham) = 0.0015364498202026806
P('718'|Ham) = 1.1803309648025306e-05
P(']'|Ham) = 0.0015201046093494606
P('287-3800'|Ham) = 1.1803309648025306e-05
P('order'|Ham) = 0.0007518796992481203
P('fax'|Ham) = 0.0008336057535142204
P('24'|Ham) = 9.807126511932004e-05
P('hour'|Ham) = 0.00014710689767898007
P('per'|Ham) = 0.00021248774109186008
P('day'|Ham) = 0.00037593984962406017
P('phon'|Ham) = 1.6345210853220006e-05
P('our'|Ham) = 0.0013893429225237005
P('fax'|Ham) = 0.0008336057535142204
P('line'|Ham) = 0.0002615233736515201
P('['|Ham) = 0.0015364498202026806
P('718'|Ham) = 1.1803309648025306e-05
P(']'|Ham) = 0.0015201046093494606
P('462-5920'|Ham) = 1.1803309648025306e-05
P('.'|Ham) = 0.07358613926119648
P('fax'|Ham) = 0.0008336057535142204
P('credit'|Ham) = 0.00016345210853220007
P('card'|Ham) = 4.903563255966002e-05
P('information'|Ham) = 0.0017162471395881006
P('check'|Ham) = 0.00011441647597254005
P('email'|Ham) = 0.00039228506047728017
P('order'|Ham) = 0.0007518796992481203
P('-'|Ham) = 0.03229813664596273
P('hit'|Ham) = 1.6345210853220006e-05
P('reply'|Ham) = 0.00031055900621118014
P('keyboard'|Ham) = 1.1803309648025306e-05
P('send'|Ham) = 0.0010787839163125205
P('email'|Ham) = 0.00039228506047728017
P('our'|Ham) = 0.0013893429225237005
P('special'|Ham) = 0.00040863027133050016
P('email'|Ham) = 0.00039228506047728017
P('address'|Ham) = 0.0008009153318077803
P('below'|Ham) = 0.0002778685845047401
P(':'|Ham) = 0.016508662961752206
P('bernadette38'|Ham) = 1.1803309648025306e-05
P('@'|Ham) = 0.002598888525661981
P('juno'|Ham) = 1.1803309648025306e-05
P('.'|Ham) = 0.07358613926119648
P('com'|Ham) = 0.00013076168682576005
P('['|Ham) = 0.0015364498202026806
P('note'|Ham) = 0.0006538084341288003
P(':'|Ham) = 0.016508662961752206
P('order'|Ham) = 0.0007518796992481203
P('email'|Ham) = 0.00039228506047728017
P('receive'|Ham) = 0.0005884275907159203
P('email'|Ham) = 0.00039228506047728017
P('confirmation'|Ham) = 3.269042170644001e-05
P('within'|Ham) = 0.00032690421706440013
P('24'|Ham) = 9.807126511932004e-05
P('hour'|Ham) = 0.00014710689767898007
P(','|Ham) = 0.06333769205622752
P('please'|Ham) = 0.0011605099705786204
P('phone'|Ham) = 0.0003595946387708401
P('our'|Ham) = 0.0013893429225237005
P('office'|Ham) = 6.538084341288002e-05
P('718-287'|Ham) = 1.1803309648025306e-05
P('-'|Ham) = 0.03229813664596273
P('3800'|Ham) = 1.1803309648025306e-05
P(']'|Ham) = 0.0015201046093494606
P('order'|Ham) = 0.0007518796992481203
P('mail'|Ham) = 0.0004903563255966002
P('send'|Ham) = 0.0010787839163125205
P('$'|Ham) = 0.0010460934946060804
P('22'|Ham) = 8.172605426610003e-05
P('.'|Ham) = 0.07358613926119648
P('95'|Ham) = 9.807126511932004e-05
P('cash'|Ham) = 1.6345210853220006e-05
P(','|Ham) = 0.06333769205622752
P('check'|Ham) = 0.00011441647597254005
P(','|Ham) = 0.06333769205622752
P('money'|Ham) = 0.00016345210853220007
P('order'|Ham) = 0.0007518796992481203
P('major'|Ham) = 0.00034324942791762013
P('credit'|Ham) = 0.00016345210853220007
P('card'|Ham) = 4.903563255966002e-05
P('['|Ham) = 0.0015364498202026806
P('visa'|Ham) = 1.6345210853220006e-05
P(','|Ham) = 0.06333769205622752
P('mastercard'|Ham) = 1.6345210853220006e-05
P(','|Ham) = 0.06333769205622752
P('american'|Ham) = 0.0004740111147433802
P('express'|Ham) = 0.00017979731938542006
P('discover'|Ham) = 0.00029421379535796014
P(']'|Ham) = 0.0015201046093494606
P('tcps'|Ham) = 1.1803309648025306e-05
P(','|Ham) = 0.06333769205622752
P('inc'|Ham) = 6.538084341288002e-05
P('.'|Ham) = 0.07358613926119648
P('4718'|Ham) = 1.1803309648025306e-05
P('18th'|Ham) = 1.1803309648025306e-05
P('ave'|Ham) = 1.1803309648025306e-05
P('.'|Ham) = 0.07358613926119648
P('suite'|Ham) = 3.269042170644001e-05
P('135'|Ham) = 1.1803309648025306e-05
P('brooklyn'|Ham) = 1.1803309648025306e-05
P(','|Ham) = 0.06333769205622752
P('ny'|Ham) = 8.172605426610003e-05
P('11204'|Ham) = 1.1803309648025306e-05
P('check'|Ham) = 0.00011441647597254005
P('&'|Ham) = 0.0008989865969271004
P('money'|Ham) = 0.00016345210853220007
P('order'|Ham) = 0.0007518796992481203
P('payable'|Ham) = 4.903563255966002e-05
P('tcps'|Ham) = 1.1803309648025306e-05
P(','|Ham) = 0.06333769205622752
P('inc'|Ham) = 6.538084341288002e-05
P('.'|Ham) = 0.07358613926119648
P('york'|Ham) = 0.00011441647597254005
P('state'|Ham) = 0.0007028440666884603
P('resident'|Ham) = 4.903563255966002e-05
P('please'|Ham) = 0.0011605099705786204
P('add'|Ham) = 0.00016345210853220007
P('$'|Ham) = 0.0010460934946060804
P('1'|Ham) = 0.0016018306636155606
P('.'|Ham) = 0.07358613926119648
P('70'|Ham) = 9.807126511932004e-05
P('sale'|Ham) = 3.269042170644001e-05
P('tax'|Ham) = 1.6345210853220006e-05
P('follow'|Ham) = 0.0011278195488721805
P('order'|Ham) = 0.0007518796992481203
P('form'|Ham) = 0.0012422360248447205
P('convenience'|Ham) = 1.1803309648025306e-05
P('!'|Ham) = 0.004135338345864661
P('mail'|Ham) = 0.0004903563255966002
P(','|Ham) = 0.06333769205622752
P('fax'|Ham) = 0.0008336057535142204
P('email'|Ham) = 0.00039228506047728017
P('!'|Ham) = 0.004135338345864661
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
