(1) P(Spam, all words)
P('Subject:'|Spam) = 0.0016566137116642596
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('expiry'|Ham) = 1.1803309648025306e-05
P('deat'|Ham) = 0.00011441647597254005
P(':'|Ham) = 0.016508662961752206
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('/'|Ham) = 0.006423667865315463
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('name'|Ham) = 0.0005557371690094802
P('card'|Ham) = 4.903563255966002e-05
P(':'|Ham) = 0.016508662961752206
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('registration'|Ham) = 0.00031055900621118014
P(':'|Ham) = 0.016508662961752206
P('$'|Ham) = 0.0010460934946060804
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('accommodation'|Ham) = 0.00019614253023864008
P(':'|Ham) = 0.016508662961752206
P('$'|Ham) = 0.0010460934946060804
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('conference'|Ham) = 0.0010624387054593003
P('dinner'|Ham) = 0.00016345210853220007
P('$'|Ham) = 0.0010460934946060804
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('earlybird'|Ham) = 1.1803309648025306e-05
P('discount'|Ham) = 3.269042170644001e-05
P(':'|Ham) = 0.016508662961752206
P('minus'|Ham) = 1.1803309648025306e-05
P('$'|Ham) = 0.0010460934946060804
P('a20'|Ham) = 1.1803309648025306e-05
P('('|Ham) = 0.018306636155606407
P('post'|Ham) = 0.0006701536449820203
P('before'|Ham) = 0.00040863027133050016
P('12th'|Ham) = 1.1803309648025306e-05
P('april'|Ham) = 0.00013076168682576005
P(')'|Ham) = 0.018976789800588426
P('total'|Ham) = 6.538084341288002e-05
P(':'|Ham) = 0.016508662961752206
P('$'|Ham) = 0.0010460934946060804
P('please'|Ham) = 0.0011605099705786204
P('cheque'|Ham) = 3.269042170644001e-05
P('payable'|Ham) = 4.903563255966002e-05
P('university'|Ham) = 0.004347826086956522
P('england'|Ham) = 0.00014710689767898007
P('.'|Ham) = 0.07358613926119648
P('return'|Ham) = 6.538084341288002e-05
P('complete'|Ham) = 0.00029421379535796014
P('registration'|Ham) = 0.00031055900621118014
P('form'|Ham) = 0.0012422360248447205
P(':'|Ham) = 0.016508662961752206
P('market'|Ham) = 1.6345210853220006e-05
P('executive'|Ham) = 1.1803309648025306e-05
P(','|Ham) = 0.06333769205622752
P('england'|Ham) = 0.00014710689767898007
P('conference'|Ham) = 0.0010624387054593003
P('management'|Ham) = 6.538084341288002e-05
P(','|Ham) = 0.06333769205622752
P('university'|Ham) = 0.004347826086956522
P('england'|Ham) = 0.00014710689767898007
P(','|Ham) = 0.06333769205622752
P('armidale'|Ham) = 1.1803309648025306e-05
P('nsw'|Ham) = 1.1803309648025306e-05
P('2351'|Ham) = 1.1803309648025306e-05
P('unable'|Ham) = 8.172605426610003e-05
P('accept'|Ham) = 0.00031055900621118014
P('registration'|Ham) = 0.00031055900621118014
P('email'|Ham) = 0.00039228506047728017
P(','|Ham) = 0.06333769205622752
P('send'|Ham) = 0.0010787839163125205
P('airmail'|Ham) = 3.269042170644001e-05
P('please'|Ham) = 0.0011605099705786204
P('.'|Ham) = 0.07358613926119648
P('further'|Ham) = 0.0004903563255966002
P('information'|Ham) = 0.0017162471395881006
P('further'|Ham) = 0.0004903563255966002
P('information'|Ham) = 0.0017162471395881006
P('please'|Ham) = 0.0011605099705786204
P('contact'|Ham) = 0.0006047728015691402
P('conference'|Ham) = 0.0010624387054593003
P('co-ordinator'|Ham) = 1.1803309648025306e-05
P(','|Ham) = 0.06333769205622752
P('diana'|Ham) = 1.1803309648025306e-05
P('eade'|Ham) = 1.1803309648025306e-05
P(','|Ham) = 0.06333769205622752
P('linguistic'|Ham) = 0.0037757437070938217
P('department'|Ham) = 0.0018470088264138608
P(','|Ham) = 0.06333769205622752
P('university'|Ham) = 0.004347826086956522
P('england'|Ham) = 0.00014710689767898007
P(','|Ham) = 0.06333769205622752
P('tel'|Ham) = 0.0002615233736515201
P(':'|Ham) = 0.016508662961752206
P('61'|Ham) = 3.269042170644001e-05
P('67'|Ham) = 3.269042170644001e-05
P('73'|Ham) = 1.1803309648025306e-05
P('3185'|Ham) = 1.1803309648025306e-05
P('fax'|Ham) = 0.0008336057535142204
P(':'|Ham) = 0.016508662961752206
P('61'|Ham) = 3.269042170644001e-05
P('67'|Ham) = 3.269042170644001e-05
P('73'|Ham) = 1.1803309648025306e-05
P('3735'|Ham) = 1.1803309648025306e-05
P('email'|Ham) = 0.00039228506047728017
P(':'|Ham) = 0.016508662961752206
P('deade'|Ham) = 1.1803309648025306e-05
P('@'|Ham) = 0.002598888525661981
P('metz'|Ham) = 3.269042170644001e-05
P('.'|Ham) = 0.07358613926119648
P('une'|Ham) = 0.0002288329519450801
P('.'|Ham) = 0.07358613926119648
P('edu'|Ham) = 0.0015037593984962407
P('.'|Ham) = 0.07358613926119648
P('au'|Ham) = 0.00014710689767898007
P('administrative'|Ham) = 4.903563255966002e-05
P('accommodation'|Ham) = 0.00019614253023864008
P('enquiry'|Ham) = 3.269042170644001e-05
P(','|Ham) = 0.06333769205622752
P('contact'|Ham) = 0.0006047728015691402
P('gabrielle'|Ham) = 1.1803309648025306e-05
P('aldridge'|Ham) = 1.1803309648025306e-05
P('england'|Ham) = 0.00014710689767898007
P('conference'|Ham) = 0.0010624387054593003
P('management'|Ham) = 6.538084341288002e-05
P(','|Ham) = 0.06333769205622752
P('tel'|Ham) = 0.0002615233736515201
P(':'|Ham) = 0.016508662961752206
P('61'|Ham) = 3.269042170644001e-05
P('67'|Ham) = 3.269042170644001e-05
P('73'|Ham) = 1.1803309648025306e-05
P('3370'|Ham) = 1.1803309648025306e-05
P('fax'|Ham) = 0.0008336057535142204
P(':'|Ham) = 0.016508662961752206
P('61'|Ham) = 3.269042170644001e-05
P('67'|Ham) = 3.269042170644001e-05
P('71'|Ham) = 1.1803309648025306e-05
P('1713'|Ham) = 1.1803309648025306e-05
P('further'|Ham) = 0.0004903563255966002
P('information'|Ham) = 0.0017162471395881006
P('iafl'|Ham) = 1.1803309648025306e-05
P('membership'|Ham) = 4.903563255966002e-05
P('query'|Ham) = 0.0006538084341288003
P(','|Ham) = 0.06333769205622752
P('contact'|Ham) = 0.0006047728015691402
P('diana'|Ham) = 1.1803309648025306e-05
P('eade'|Ham) = 1.1803309648025306e-05
P('('|Ham) = 0.018306636155606407
P('address'|Ham) = 0.0008009153318077803
P('above'|Ham) = 0.00037593984962406017
P(')'|Ham) = 0.018976789800588426
P('sue'|Ham) = 1.6345210853220006e-05
P('blackwell'|Ham) = 8.172605426610003e-05
P(','|Ham) = 0.06333769205622752
P('school'|Ham) = 0.0008989865969271004
P('english'|Ham) = 0.002190258254331481
P(','|Ham) = 0.06333769205622752
P('university'|Ham) = 0.004347826086956522
P('birmingham'|Ham) = 0.00017979731938542006
P(','|Ham) = 0.06333769205622752
P('edgbaston'|Ham) = 3.269042170644001e-05
P(','|Ham) = 0.06333769205622752
P('birmingham'|Ham) = 0.00017979731938542006
P(','|Ham) = 0.06333769205622752
P('b15'|Ham) = 3.269042170644001e-05
P('2tt'|Ham) = 3.269042170644001e-05
P(','|Ham) = 0.06333769205622752
P('uk'|Ham) = 0.0005884275907159203
P('email'|Ham) = 0.00039228506047728017
P(':'|Ham) = 0.016508662961752206
P('blackwellsa'|Ham) = 1.1803309648025306e-05
P('@'|Ham) = 0.002598888525661981
P('vms1'|Ham) = 1.1803309648025306e-05
P('.'|Ham) = 0.07358613926119648
P('bham'|Ham) = 6.538084341288002e-05
P('.'|Ham) = 0.07358613926119648
P('ac'|Ham) = 0.0006211180124223603
P('.'|Ham) = 0.07358613926119648
P('uk'|Ham) = 0.0005884275907159203
P('jeffrey'|Ham) = 1.1803309648025306e-05
P('kaplan'|Ham) = 3.269042170644001e-05
P(','|Ham) = 0.06333769205622752
P('dept'|Ham) = 0.00029421379535796014
P('linguistic'|Ham) = 0.0037757437070938217
P(','|Ham) = 0.06333769205622752
P('san'|Ham) = 0.00037593984962406017
P('diego'|Ham) = 9.807126511932004e-05
P('state'|Ham) = 0.0007028440666884603
P('university'|Ham) = 0.004347826086956522
P(','|Ham) = 0.06333769205622752
P('san'|Ham) = 0.00037593984962406017
P('diego'|Ham) = 9.807126511932004e-05
P(','|Ham) = 0.06333769205622752
P('ca'|Ham) = 0.00021248774109186008
P('92182'|Ham) = 1.6345210853220006e-05
P(','|Ham) = 0.06333769205622752
P('usa'|Ham) = 0.00013076168682576005
P('.'|Ham) = 0.07358613926119648
P('email'|Ham) = 0.00039228506047728017
P(':'|Ham) = 0.016508662961752206
P('jkaplan'|Ham) = 1.1803309648025306e-05
P('@'|Ham) = 0.002598888525661981
P('science'|Ham) = 0.0015037593984962407
P('.'|Ham) = 0.07358613926119648
P('sdsu'|Ham) = 1.1803309648025306e-05
P('.'|Ham) = 0.07358613926119648
P('edu'|Ham) = 0.0015037593984962407
P('important'|Ham) = 0.0002615233736515201
P('date'|Ham) = 0.00042497548218372016
P('abstracts'|Ham) = 1.1803309648025306e-05
P('due'|Ham) = 0.0002451781627983001
P('3'|Ham) = 0.0017816279830009808
P('feb'|Ham) = 1.6345210853220006e-05
P('notification'|Ham) = 3.269042170644001e-05
P('acceptance'|Ham) = 4.903563255966002e-05
P('abstract'|Ham) = 0.0003595946387708401
P('15th'|Ham) = 3.269042170644001e-05
P('march'|Ham) = 0.00013076168682576005
P('earlybird'|Ham) = 1.1803309648025306e-05
P('registration'|Ham) = 0.00031055900621118014
P('due'|Ham) = 0.0002451781627983001
P('12th'|Ham) = 1.1803309648025306e-05
P('april'|Ham) = 0.00013076168682576005
P('registration'|Ham) = 0.00031055900621118014
P('deadline'|Ham) = 0.00016345210853220007
P('12th'|Ham) = 1.1803309648025306e-05
P('june'|Ham) = 0.00014710689767898007
P('.'|Ham) = 0.07358613926119648
P('hfraser'|Ham) = 1.1803309648025306e-05
P('@'|Ham) = 0.002598888525661981
P('metz'|Ham) = 3.269042170644001e-05
P('.'|Ham) = 0.07358613926119648
P('une'|Ham) = 0.0002288329519450801
P('.'|Ham) = 0.07358613926119648
P('edu'|Ham) = 0.0015037593984962407
P('.'|Ham) = 0.07358613926119648
P('au'|Ham) = 0.00014710689767898007
P('('|Ham) = 0.018306636155606407
P('129'|Ham) = 1.1803309648025306e-05
P('.'|Ham) = 0.07358613926119648
P('180'|Ham) = 1.1803309648025306e-05
P('.'|Ham) = 0.07358613926119648
P('4'|Ham) = 0.0005884275907159203
P('.'|Ham) = 0.07358613926119648
P('1'|Ham) = 0.0016018306636155606
P(')'|Ham) = 0.018976789800588426
P('helen'|Ham) = 3.269042170644001e-05
P('fraser'|Ham) = 1.1803309648025306e-05
P('('|Ham) = 0.018306636155606407
P('dr'|Ham) = 0.0010134030728996405
P(')'|Ham) = 0.018976789800588426
P('dept'|Ham) = 0.00029421379535796014
P('linguistic'|Ham) = 0.0037757437070938217
P('university'|Ham) = 0.004347826086956522
P('england'|Ham) = 0.00014710689767898007
P('armidale'|Ham) = 1.1803309648025306e-05
P('nsw'|Ham) = 1.1803309648025306e-05
P('2351'|Ham) = 1.1803309648025306e-05
P('australia'|Ham) = 1.6345210853220006e-05
P('phone'|Ham) = 0.0003595946387708401
P('55'|Ham) = 4.903563255966002e-05
P('73'|Ham) = 1.1803309648025306e-05
P('2128'|Ham) = 1.1803309648025306e-05
P('/'|Ham) = 0.006423667865315463
P('3189'|Ham) = 1.1803309648025306e-05
P('fax'|Ham) = 0.0008336057535142204
P('55'|Ham) = 4.903563255966002e-05
P('73'|Ham) = 1.1803309648025306e-05
P('3735'|Ham) = 1.1803309648025306e-05
log P(Ham, all words) = -2472.322845964449



Conclusion: This message is classified as Ham
